name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
PLANET COMMUNICATIONS ASIA PUBLIC COMPANY,0.010 Billion USD,24513,0.010 Billion USD,24513,Thailand,,,Technology,,,,Thailand,,
NEW SILKROUTES GROUP,0.010 Billion USD,24517,0.010 Billion USD,24517,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
PT ALAKASA INDUSTRINDO TBK,0.009 Billion USD,24547,0.009 Billion USD,24547,Indonesia,,,Basic Materials; Aluminum,,,,Jakarta,,
PT CAPRI NUSA SATU PROPERTI TBK,0.009 Billion USD,24550,0.009 Billion USD,24550,Indonesia,,,Real Estate,,,,Jakarta,,
PT MILLENNIUM PHARMACON INTERNATIONAL TBK,0.009 Billion USD,24556,0.009 Billion USD,24556,Indonesia,,,Healthcare,,,,Jakarta,,
SAWANG EXPORT PUBLIC COMPANY,0.009 Billion USD,24559,0.009 Billion USD,24559,Thailand,,,Consumer Cyclical,,,,Thailand,,
PT VICTORIA INSURANCE TBK,0.009 Billion USD,24577,0.009 Billion USD,24577,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT GLOBAL TELESHOP TBK,0.009 Billion USD,24580,0.009 Billion USD,24580,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
PT RISTIA BINTANG MAHKOTASEJATI TBK,0.009 Billion USD,24592,0.009 Billion USD,24592,Indonesia,,,Real Estate,,,,Jakarta,,
PT BATAVIA PROSPERINDO TRANS TBK,0.009 Billion USD,24611,0.009 Billion USD,24611,Indonesia,,,Industries,,,,Jakarta,,
PT SENTRAL MITRA INFORMATIKA TBK,0.009 Billion USD,24637,0.009 Billion USD,24637,Indonesia,,,Technology; Computers Hardware,,,,Jakarta,,
ASIA FIBER PUBLIC COMPANY,0.009 Billion USD,24655,0.009 Billion USD,24655,Thailand,,,Consumer Cyclical; Textile,,,,Thailand,,
PT ASURANSI JASA TANIA TBK,0.009 Billion USD,24660,0.009 Billion USD,24660,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
M VISION PUBLIC COMPANY,0.008 Billion USD,24683,0.008 Billion USD,24683,Thailand,,,Communication Services; Advertising,,,,Thailand,,
ASIATIC GROUP (HOLDINGS),0.008 Billion USD,24685,0.008 Billion USD,24685,Singapore,,,Utilities,,,,Singapore,,
ASIA BIOMASS PUBLIC COMPANY,0.008 Billion USD,24687,0.008 Billion USD,24687,Thailand,,,Utilities; Electric Utilities,,,,Thailand,,
UNIQUE MINING SERVICES PUBLIC COMPANY,0.008 Billion USD,24689,0.008 Billion USD,24689,Thailand,,,Energy; Mining,,,,Thailand,,
PT KIOSON KOMERSIAL INDONESIA TBK,0.008 Billion USD,24693,0.008 Billion USD,24693,Indonesia,,,Technology; Software and IT,,,,Jakarta,,
CASA HOLDINGS,0.008 Billion USD,24695,0.008 Billion USD,24695,Singapore,,,Technology,,,,Singapore,,
PT PEMBANGUNAN GRAHA LESTARI INDAH TBK,0.008 Billion USD,24701,0.008 Billion USD,24701,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
IMPERIUM CROWN,0.008 Billion USD,24704,0.008 Billion USD,24704,Singapore,,,Real Estate,,,,Singapore,,
JUBILEE INDUSTRIES HOLDINGS,0.008 Billion USD,24710,0.008 Billion USD,24710,Singapore,,,Technology,,,,Singapore,,
SINCAP GROUP,0.008 Billion USD,24714,0.008 Billion USD,24714,Singapore,,,Energy; Coal Mining,,,,Singapore,,
PT BINAKARYA JAYA ABADI TBK,0.008 Billion USD,24715,0.008 Billion USD,24715,Indonesia,,,Real Estate,,,,Jakarta,,
APEX DEVELOPMENT PUBLIC COMPANY,0.008 Billion USD,24734,0.008 Billion USD,24734,Thailand,,,Real Estate,,,,Thailand,,
PT STEADY SAFE TBK,0.008 Billion USD,24745,0.008 Billion USD,24745,Indonesia,,,Industries; Railway,,,,Jakarta,,
PT ARTHAVEST TBK,0.008 Billion USD,24764,0.008 Billion USD,24764,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT ARKHA JAYANTI PERSADA TBK,0.008 Billion USD,24766,0.008 Billion USD,24766,Indonesia,,,Industries,,,,Jakarta,,
PT BUMI CITRA PERMAI TBK,0.008 Billion USD,24771,0.008 Billion USD,24771,Indonesia,,,Real Estate,,,,Jakarta,,
PT INDO KOMODITI KORPORA TBK,0.008 Billion USD,24774,0.008 Billion USD,24774,Indonesia,,,Basic Materials; Chemicals,,,,Jakarta,,
TEHO INTERNATIONAL,0.008 Billion USD,24787,0.008 Billion USD,24787,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
CMO PUBLIC COMPANY,0.008 Billion USD,24789,0.008 Billion USD,24789,Thailand,,,Communication Services; Advertising,,,,Thailand,,
PT ASURANSI BINTANG TBK,0.008 Billion USD,24795,0.008 Billion USD,24795,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
RAJA FERRY PORT PUBLIC COMPANY,0.008 Billion USD,24800,0.008 Billion USD,24800,Thailand,,,Industries; Shipping,,,,Thailand,,
PT PROTECH MITRA PERKASA TBK,0.008 Billion USD,24801,0.008 Billion USD,24801,Indonesia,,,Industries; Construction,,,,Jakarta,,
NTEGRATOR INTERNATIONAL,0.008 Billion USD,24802,0.008 Billion USD,24802,Singapore,,,Technology; Software and IT,,,,Singapore,,
PREECHA GROUP PUBLIC COMPANY,0.008 Billion USD,24805,0.008 Billion USD,24805,Thailand,,,Real Estate,,,,Thailand,,
C.I. GROUP PUBLIC COMPANY,0.007 Billion USD,24814,0.007 Billion USD,24814,Thailand,,,Technology; Electronics; Capital Goods,,,,Thailand,,
WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY,0.007 Billion USD,24827,0.007 Billion USD,24827,Thailand,,,Real Estate,,,,Thailand,,
PT KOKOH INTI AREBAMA TBK,0.007 Billion USD,24837,0.007 Billion USD,24837,Indonesia,,,Industries,,,,Jakarta,,
PT CAPITOL NUSANTARA INDONESIA TBK,0.007 Billion USD,24851,0.007 Billion USD,24851,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT MALACCA TRUST WUWUNGAN INSURANCE TBK,0.007 Billion USD,24853,0.007 Billion USD,24853,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT BINTANG MITRA SEMESTARAYA TBK,0.007 Billion USD,24871,0.007 Billion USD,24871,Indonesia,,,Industries,,,,Jakarta,,
PT MARTINA BERTO TBK,0.007 Billion USD,24872,0.007 Billion USD,24872,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT FORZA LAND INDONESIA TBK,0.007 Billion USD,24893,0.007 Billion USD,24893,Indonesia,,,Real Estate,,,,Jakarta,,
PT STAR PACIFIC TBK,0.007 Billion USD,24896,0.007 Billion USD,24896,Indonesia,,,Communication Services; Publishing,,,,Jakarta,,
OLIVE TREE ESTATES,0.007 Billion USD,24917,0.007 Billion USD,24917,Singapore,,,Real Estate,,,,Singapore,,
T.KRUNGTHAI INDUSTRIES PUBLIC COMPANY,0.007 Billion USD,24924,0.007 Billion USD,24924,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
THANASIRI GROUP PUBLIC COMPANY,0.007 Billion USD,24929,0.007 Billion USD,24929,Thailand,,,Real Estate,,,,Thailand,,
MFC-NICHADA THANI PROPERTY FUND,0.007 Billion USD,24934,0.007 Billion USD,24934,Thailand,,,Real Estate,,,,Thailand,,
PT EVER SHINE TEX TBK,0.007 Billion USD,24945,0.007 Billion USD,24945,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT CAHAYASAKTI INVESTINDO SUKSES TBK,0.006 Billion USD,24973,0.006 Billion USD,24973,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT. PRIMA ALLOY STEEL UNIVERSAL,0.006 Billion USD,24976,0.006 Billion USD,24976,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT LANGGENG MAKMUR INDUSTRI TBK,0.006 Billion USD,24977,0.006 Billion USD,24977,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT PELANGI INDAH CANINDO TBK,0.006 Billion USD,24986,0.006 Billion USD,24986,Indonesia,,http://www.pic.co.id/,Consumer Cyclical; Packaging; Packaging Materials,,,,Jakarta,,
PT KEDAUNG INDAH CAN TBK,0.004 Billion USD,25525,0.004 Billion USD,25525,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT DARMI BERSAUDARA TBK,0.004 Billion USD,25528,0.004 Billion USD,25528,Indonesia,,,Basic Materials,,,,Jakarta,,
PT INTER DELTA TBK,0.004 Billion USD,25534,0.004 Billion USD,25534,Indonesia,,,Basic Materials; Paper and Pulp,,,,Jakarta,,
PT MEGAPOWER MAKMUR TBK,0.004 Billion USD,25537,0.004 Billion USD,25537,Indonesia,,,Utilities,,,,Jakarta,,
PT. STEADFAST MARINE TBK,0.004 Billion USD,25565,0.004 Billion USD,25565,Indonesia,,,Industries; Aerospace and Defense,,,,Jakarta,,
PT CAHAYAPUTRA ASA KERAMIK TBK,0.004 Billion USD,25593,0.004 Billion USD,25593,Indonesia,,,Industries,,,,Jakarta,,
PT COTTONINDO ARIESTA TBK,0.004 Billion USD,25616,0.004 Billion USD,25616,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT WEHA TRANSPORTASI INDONESIA TBK,0.004 Billion USD,25621,0.004 Billion USD,25621,Indonesia,,,Industries; Railway,,,,Jakarta,,
PT KOTA SATU PROPERTI TBK,0.004 Billion USD,25659,0.004 Billion USD,25659,Indonesia,,,Real Estate,,,,Jakarta,,
PT ICTSI JASA PRIMA TBK,0.003 Billion USD,25695,0.003 Billion USD,25695,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT LIMAS INDONESIA MAKMUR TBK,0.003 Billion USD,25703,0.003 Billion USD,25703,Indonesia,,,Technology,,,,Jakarta,,
PT PRATAMA ABADI NUSA INDUSTRI TBK,0.003 Billion USD,25707,0.003 Billion USD,25707,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT ARMADA BERJAYA TRANS TBK,0.003 Billion USD,25775,0.003 Billion USD,25775,Indonesia,,,Industries,,,,Jakarta,,
ASIA CAPITAL GROUP PUBLIC COMPANY,0.003 Billion USD,25879,0.003 Billion USD,25879,Thailand,,,Financial Services,,,,Thailand,,
PT CENTURY TEXTILE INDUSTRY TBK,0.003 Billion USD,25880,0.003 Billion USD,25880,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT BEKASI ASRI PEMULA TBK,0.002 Billion USD,25921,0.002 Billion USD,25921,Indonesia,,,Real Estate,,,,Jakarta,,
PT TANAH LAUT TBK,0.002 Billion USD,26057,0.002 Billion USD,26057,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT PERDANA KARYA PERKASA TBK,0.002 Billion USD,26089,0.002 Billion USD,26089,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT YELOOO INTEGRA DATANET TBK,0.001 Billion USD,26274,0.001 Billion USD,26274,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT NUSANTARA INTI CORPORA TBK,0.001 Billion USD,26283,0.001 Billion USD,26283,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT BUANA LINTAS LAUTAN TBK,,26556,,26556,Indonesia,,,Industries; Shipping,,,,Jakarta,,
GOODLAND GROUP,,26564,,26564,Singapore,,,Real Estate,,,,Singapore,,
ACCORDIA GOLF TRUST,,26586,,26586,Singapore,,,Real Estate,,,,Singapore,,
PT GUDANG GARAM TBK,,26587,,26587,Indonesia,,https://www.gudanggaramtbk.com/,Consumer Defensive; Tobacco Products; Tobacco and Cigarette,,,,Frankfurt,,Gudang Garam is a Cigarette Industry company. It provide an irreplaceable experience in enjoying kretek which is made from selected high quality ingredients. It has been supported by human resources reaching more than 14 thousand people spread across 12 regional representative offices and more than 180 regional representative offices in Indonesia. The headquarters is in Indonesia.
PT SARANA MEDITAMA METROPOLITAN TBK,,26606,,26606,Indonesia,,,Healthcare,,,,Jakarta,,
PT RAMAYANA LESTARI SENTOSA TBK,,26615,,26615,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT PAN BROTHERS TBK,,26616,,26616,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT ARWANA CITRAMULIA TBK,,26623,,26623,Indonesia,,,Industries,,,,Jakarta,,
PT BANK BRISYARIAH TBK,,26626,,26626,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT SURYA TOTO INDONESIA TBK,,26637,,26637,Indonesia,,,Industries,,,,Jakarta,,
CH OFFSHORE LTD,,26664,,26664,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
PT SIERAD PRODUCE TBK,,26666,,26666,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT PURADELTA LESTARI TBK,,26673,,26673,Indonesia,,,Real Estate,,,,Jakarta,,
PT PP PRESISI TBK,,26680,,26680,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT M CASH INTEGRASI TBK,,26692,,26692,Indonesia,,,Industries,,,,Jakarta,,
PT APEXINDO PRATAMA DUTA TBK,,26704,,26704,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT HARTADINATA ABADI TBK,,26706,,26706,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SURYA PERTIWI TBK,,26717,,26717,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
THONBURI MEDICAL CENTRE PUBLIC COMPANY,,26750,,26750,Thailand,,,Healthcare,,,,Thailand,,
PT BANK IBK INDONESIA TBK,,26765,,26765,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT SUPREME CABLE MANUFACTURING & COMMERCE TBK,,26792,,26792,Indonesia,,,Industries,,,,Jakarta,,
PT ADHI KARYA (PERSERO) TBK,,26809,,26809,Indonesia,,,Industries; Construction,,,,Jakarta,,
CWX GLOBAL,,26813,,26813,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
PT GAYA ABADI SEMPURNA TBK,,26822,,26822,Indonesia,,,Technology,,,,Jakarta,,
PT BANK ARTOS INDONESIA TBK,,26848,,26848,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT URBAN JAKARTA PROPERTINDO TBK,,26855,,26855,Indonesia,,,Real Estate,,,,Jakarta,,
PT MULIA BOGA RAYA TBK,,26878,,26878,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT PRODIA WIDYAHUSADA TBK,,26879,,26879,Indonesia,,,Healthcare,,,,Jakarta,,
UNITED ENGINEERS,,26889,,26889,Singapore,,https://uel.sg/,Industries,,,,Singapore,,
PT MAHKOTA GROUP TBK,,26892,,26892,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT DANASUPRA ERAPACIFIC TBK,,26902,,26902,Indonesia,,,Financial Services,,,,Jakarta,,
PT ASURANSI RAMAYANA TBK,,26904,,26904,Indonesia,,,Financial Services,,,,,,
JARDINE CYCLE & CARRIAGE,,,,,Singapore,,https://www.jcclgroup.com/,Consumer Cyclical; Investments,250000,,,Frankfurt,,"Jardine Cycle & Carriage is a Financial and Investment Holding company. It has a strong presence in six countries and across eight sectors that are well plugged into these themes providing products and services to support Southeast Asia growth. The company is a urbanization and growing consumer class there is an increased demand for infrastructure, housing, energy, transportation, financing and consumables. The headquarters is in Singapore."
FRASERS LOGISTICS & INDUSTRIAL TRUST,,,,,Singapore,,https://flt.frasersproperty.com/,Real Estate,,,,Singapore,,
FRASERS COMMERCIAL TRUST,,,,,Singapore,,https://www.frasersproperty.com/reits/fcot,Real Estate,,,,Singapore,,
FIRST SPONSOR GROUP,,,,,Singapore,,http://www.1st-sponsor.com.sg/,Real Estate,,,,Singapore,,
GL LIMITED,,,,,Singapore,,https://www.gl-grp.com/,Consumer Cyclical,,,,,,
PERENNIAL REAL ESTATE HOLDINGS,,,,,Singapore,,,Real Estate,,,,Singapore,,
JADESTONE ENERGY,,,,,Singapore,,https://www.jadestone-energy.com/,Energy; Oil and Gas,,,,Frankfurt,,
EAGLE HOSPITALITY TRUST,,,,,Singapore,,,Real Estate,,,,Singapore,,
ELEC & ELTEK INTERNATIONAL COMPANY,,,,,Singapore,,,Technology,,,,HKeX,,
ASPIAL CORPORATION,,,,,Singapore,,,Real Estate,,,,Singapore,,
EPIC GAS,,,,,Singapore,,https://www.epic-gas.com/,Energy,,,,EURONEXT,,
XINGHUA PORT HOLDINGS,,,,,Singapore,,,Industries; Infrastructure,,,,HKeX,,
8I ENTERPRISES ACQUISITION,,,,,Singapore,,,Financial Services,,,,Nasdaq,,
ASLAN PHARMACEUTICALS,,,,,Singapore,,http://aslanpharma.com/,Healthcare; Pharmaceutical; HealthCare Products,,,,,Singapore ADRs,ASLAN Pharmaceuticals is a clinical-stage immunology focused biopharmaceutical company developing innovative treatments to transform the lives of patients. Headquarters is in Singapore.
EXCELPOINT TECHNOLOGY,,,,,Singapore,,,Technology,,,,Singapore,,
JASPER INVESTMENTS,,,,,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
EMERGING TOWNS & CITIES SINGAPORE,,,,,Singapore,,,Real Estate,,,,Singapore,,
KTL GLOBAL,0.005 Billion USD,,0.005 Billion USD,,Singapore,,,Energy,,,,Singapore,,
REEBONZ HOLDING,,,,,Singapore,,https://www.reebonz.com/,Consumer Cyclical; Retail; Internet or Mobile App Based Business,,,,,,
PT INDOFOOD CBP SUKSES MAKMUR TBK,,,,,Indonesia,,http://www.indofoodcbp.com/,Consumer Defensive; Food Products; FMCG,,,,Jakarta,,"PT Indofood Sukses Makmur Tbk is a Food Industry company. It is engaged in diverse business categories including noodles, dairy, snack foods, food seasonings, nutrition and special foods and beverages. It business operations are supported by more than 60 plants located in key areas across Indonesia. The company operates a packaging business, producing both flexible and corrugated packaging to support main businesses. The headquarters is in Indonesia."
PT CHAROEN POKPHAND INDONESIA TBK,,,,,Indonesia,,https://cp.co.id/,Consumer Defensive; Meat / Poultry / Fish / Chicken; Food Products,,,,Jakarta,,"PT Charoen Pokphand Indonesia Tbk is a Poultry Processing company. It is engaged in animal feed, breeding and cultivation of broilers along with processing, processed food, preservation of chicken and beef including cold storage units, sales of poultry feed, chicken and beef and materials from animal sources in within the territory of the republic of Indonesia and abroad to the extent permitted by the law that has been determined. The headquarters is in Indonesia."
PT BANK TABUNGAN PENSIUNAN NASIONAL SYARIAH TBK,,,,,Indonesia,,https://www.btpnsyariah.com/,Financial Services; Banking Services,,,,Jakarta,,
PT AKR CORPORINDO TBK,,,,,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT METROPOLITAN KENTJANA TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT MEDCO ENERGI INTERNASIONAL TBK,,,,,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT MNC SKY VISION TBK,,,,,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT MAP AKTIF ADIPERKASA TBK,,,,,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
PT ASURANSI JIWA SINARMAS MSIG,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT PELAYARAN TAMARIN SAMUDRA TBK,,,,,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT LIPPO KARAWACI TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT. GARUDA INDONESIA (PERSERO) TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT BENTOEL INTERNASIONAL INVESTAMA TBK,,,,,Indonesia,,,Consumer Defensive; Tobacco Products; Tobacco and Cigarette,,,,Jakarta,,
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT BANK MESTIKA DHARMA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT MATAHARI DEPARTMENT STORE TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SILOAM INTERNATIONAL HOSPITALS TBK,,,,,Indonesia,,,Healthcare; Hospitals; Healthcare Service,,,,Jakarta,,
PT GARUDAFOOD PUTRA PUTRI JAYA TBK,,,,,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT ASURANSI KRESNA MITRA TBK,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT DIAN SWASTATIKA SENTOSA TBK,,,,,Indonesia,,,Energy,,,,Jakarta,,
PT LINK NET TBK,,,,,Indonesia,,,Communication Services,,,,Jakarta,,
PT MEDIKALOKA HERMINA TBK,,,,,Indonesia,,,Healthcare,,,,Jakarta,,
PT MNC LAND TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT ADIRA DINAMIKA MULTI FINANCE TBK,,,,,Indonesia,,,Financial Services,,,,Jakarta,,
PT PLAZA INDONESIA REALTY TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT SARATOGA INVESTAMA SEDAYA TBK,,,,,Indonesia,,,Financial Services; Asset Management,,,,Jakarta,,
PT PP (PERSERO) TBK,,,,,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT PANIN FINANCIAL TBK,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT INDONESIAN PARADISE PROPERTY TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT DUTA PERTIWI TBK,,,,,Indonesia,,,Real Estate,,,,Frankfurt,,
PT KRESNA GRAHA INVESTAMA TBK,,,,,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT CITRA PUTRA REALTY TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT NUSANTARA PROPERTI INTERNASIONAL TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT DMS PROPERTINDO TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT TOTALINDO EKA PERSADA TBK,,,,,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT SELAMAT SEMPURNA TBK,,,,,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT BFI FINANCE INDONESIA TBK,,,,,Indonesia,,,Financial Services,,,,Jakarta,,
PT JAYA KONSTRUKSI MANGGALA PRATAMA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT PACIFIC STRATEGIC FINANCIAL TBK,,,,,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT AYANA LAND INTERNATIONAL TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT JAYA REAL PROPERTY,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT UNI-CHARM INDONESIA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT NIPPON INDOSARI CORPINDO TBK,,,,,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT SAWIT SUMBERMAS SARANA,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT KIMIA FARMA (PERSERO) TBK,,,,,Indonesia,,,Healthcare; Pharmaceutical,,,,Jakarta,,
PT CITRA MARGA NUSAPHALA PERSADA TBK,,,,,Indonesia,,,Industries; Infrastructure,,,,Jakarta,,
PT SALIM IVOMAS PRATAMA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT BLUE BIRD TBK,,,,,Indonesia,,,Industries; Railway,,,,Jakarta,,
PT. INDIKA ENERGY TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT ASTRA OTOPARTS TBK,,,,,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT ASURANSI TUGU PRATAMA INDONESIA TBK,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT KAWASAN INDUSTRI JABABEKA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT TEMPO SCAN PACIFIC TBK,,,,,Indonesia,,,Healthcare; Pharmaceutical,,,,Jakarta,,
PT SARIGUNA PRIMATIRTA TBK,,,,,Indonesia,,,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Jakarta,,
PT JAYA SUKSES MAKMUR SENTOSA TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT ERAJAYA SWASEMBADA TBK,,,,,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
PT BATAVIA PROSPERINDO INTERNASIONAL TBK,,,,,Indonesia,,,Financial Services,,,,Jakarta,,
PT ENSEVAL PUTERA MEGATRADING TBK,,,,,Indonesia,,,Healthcare,,,,Jakarta,,
PT MNC KAPITAL INDONESIA TBK,,,,,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT SRI REJEKI ISMAN TBK,,,,,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT BANK WOORI SAUDARA INDONESIA 1906 TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT DHARMA SATYA NUSANTARA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT TUNAS BARU LAMPUNG TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT. GLOBAL MEDIACOM TBK,,,,,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT BINTANG OTO GLOBAL TBK,,,,,Indonesia,,https://www.bintangotoglobal.com/,Consumer Cyclical; Automobile; Retail,,,,Jakarta,,
